y,pred,proba,text
0,1,0.7450872502015481,"Didn’t fancy seven years at medical school? Skip straight to the operating table with the critically-acclaimed Surgeon Simulator CPR, fully revived and feeling better-than-ever on the Nintendo Switch. Now featuring all-new motion control functionality as well as local co-op play, it’s time to scrub up for the most immersive version yet of the infamous operation sim."
0,1,0.7395188310555287,"With this add-on to The Elder Scrolls V: Skyrim, you may purchase land and build your home from the ground up - from a simple one-room cottage to a sprawling compound complete with an armory, alchemy laboratory, stable, garden, and more. Use all-new tools like the drafting table and carpenter’s workbench to transform quarried stone, clay, and sawn logs into structures and furnishings. Even transform your house into a home by adopting children."
0,1,0.7367685487066901,"The Legend of Spyro: The Eternal Night continues the strong action-infused gameplay focus established in The Legend of Spyro: A New Beginning and takes it even further with new powers, including: Four new, upgradeable Breath Attacks (one for each element type), such as Ice Bomb, Electric Orb, Earth Vine, Enhanced Fire; Four new elemental melee moves, including Comet Dash, Artic Blast, Earth Pound, Electric Spin; Four new Fury attacks – Earth, Electricity, Ice, Fire; Monstrous new and explosive boss battles against the likes of Skabb the Pirate, Gaul the Ape King and more. The Legend of Spyro: The Eternal Night also expands Spyro's combat arsenal by adding ""Dragon Time,"" a new advanced move that allows Spyro to bend time to his will.  Players can engage Dragon Time to dodge attacks, out-maneuver enemies or solve tricky time-based environmental puzzles. [Sierra Entertainment]"
0,1,0.7319045896753117,"Traverse the Galaxy in Campaign Mode & Galactic Conquest

    Galactic Conquest: Devise your strategy, recruit your troops, and execute your tactical vision for conquering the galaxy.
    STAR WARS™ Battlefront Campaign: Experience iconic battles from STAR WARS Episodes I-VI
    STAR WARS™ Battlefront II Campaign: Join the rise of Darth Vader’s elite 501st Legion of Stormtroopers"
0,1,0.7224886313089857,"You are Max Axel, pacing your pit area, tensions high as you await the first stage of the Drome Championship. Prove you're a match for the inensity of multi-challenge racing-each race a seamless set of stages, mixing tracks from realistically stunning City, Mountain and Canyon worlds. With high-techj cars based on the 2002 LEGO Racers construction toy range, Drome Racers is a racing experience like no other. [LEGO]"
0,1,0.7205895206566288,The story of a solitary slice of bread's epic and emotional journey as it embarks upon a quest to become toasted. 
0,1,0.7202664258398599,"Taking the brightest elements emblazoned in the hearts of MMO fans and combining them with traditional RPG gameplay, Fury has culminated in the ultimate competitive online RPG. Advanced combat, in-depth character advancement and teamwork mixed with fast paced and diverse game types make up the core of Fury's gameplay. The dynamic cycle lets you fight, earn rewards and customize your avatar with a richness and depth never before seen or attempted. The evolution of Fury's combat system is a union of hardcore RPG factors with elemental changes, providing action packed gaming at a feverish pace. Bring these outstanding battle scenarios together with unparalleled matchmaking ensures players will always experience a fun and well matched fight. Plus, character development has been brought to all new levels letting your unique personality and style shine through at every level. Unleash the fury. [Gamecock]"
0,1,0.7192224206762771,Silent Hill: Book of Memories brings the Silent Hill series onto the Next Generation Portable.
0,1,0.7160852451397602,"The sequel no one asked for, to the game that nobody liked! The Exaction Faction, an intergalactic troupe of super heroes, has come to arrest President Eagle! Explore GunWorld to level up, collect new gear, and hunt down the Faction members in this retro-inspired action/platformer/RPG hybrid."
0,1,0.712080028008045,"2044 ? Moon Colony ? A horrific crash on your honeymoon has left you separated from your fiancée. Opening the door to the lunar colony 239,000 miles from Earth ? you find a desolate base haunted by the spectral remains of those who called it home. Prepare to embark on a paranormal journey to the Beyond. Fog, Shadows, and Weightless gravity engulf you in an out of this world experience. Stunning environments and dynamic camera changes will leave you trembling in fear. Challenging puzzles and heart-pounding exploration will take you to the edge and Beyond. [Agetec Inc.]"
